PRENOTAZIONE_MUDE|PRENOTAZIONE_DATA|CONF_PRENOTAZIONE_MUDE|CONF_PRENOTAZIONE_DATA|RICHIESTA_MUDE|DESC_STATO_ISTANZA|RICHIESTA_DATA|RICHIESTA_COMUNE|LIVELLO_OPERATIVO|TIPO_INTERVENTO|CONTIENE_RURALE_STRUMENTALE|CONCESSIONE_CUP|CONCESSIONE_DATA|SAL_ZERO_MUDE|SAL_ZERO_DATA|SAL_INIZIALE_MUDE|SAL_INIZIALE_DATA|SAL_INT_1_MUDE|SAL_INT_1_DATA|SAL_INT_2_MUDE|SAL_INT_2_DATA|SAL_FINALE_MUDE|SAL_FINALE_DATA|SOL_UNICA_MUDE|SOL_UNICA_DATA|FINE_LAVORI_DATA|GEO_LON|GEO_LAT|GEO_CON
||||0803800300000055302013|ACCETTATA DA PA|10/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000920008|02/12/2013|||||||||||0803800300000143382013|03/01/2014||11,2735346195942|44,9085918936705|0,75
||||0803800300000056412013|ACCETTATA DA PA|28/08/2013|BONDENO|B/C|DIRETTO|NO|C22F13000490008|04/09/2013|||||||||||0803800300000125352013|25/11/2013||11,4008946997779|44,8723315409106|0,3
||||0803800300000056832013|ACCETTATA DA PA|24/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000590008|24/09/2013|||||||||||0803800300000124462013|31/03/2015||11,3984378649586|44,9117227753046|0,5
||||0803800300000056892013|ACCETTATA DA PA|26/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000860008|14/11/2013|||||||||||0803800300000142472013|13/12/2013||11,4170120606289|44,8873322827625|0
||||0803800300000057112013|ACCETTATA DA PA|05/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000510008|05/09/2013|||||||||||0803800300000226812014|18/02/2014||11,2875385296058|44,9158734955918|0,333
||||0803800300000057672013|ACCETTATA DA PA|14/08/2013|BONDENO|B/C|DIRETTO|NO|C22F13000730001|22/10/2013|||||||||||0803800300000118332013|14/11/2013||11,3121378410392|44,9547131995555|0
||||0803800300000057762013|ACCETTATA DA PA|11/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000570008|20/09/2013|||||||||||0803800300000103022013|17/10/2013||11,3124560286195|44,9437802774563|0
||||0803800300000058442013|ACCETTATA DA PA|14/05/2014|BONDENO|B/C|DIRETTO|NO|C25C14000130008|08/07/2014|||||||||||0803800300000645332015|07/10/2015||11,4062802263967|44,8859439048002|0
||||0803800300000059672013|ACCETTATA DA PA|12/08/2013|BONDENO|B/C|DIRETTO|NO|C22F13000470008|27/08/2013|||||||||||0803800300000141992013|13/12/2013||11,4170120606289|44,8873322827625|0
||||0803800300000060502013|ACCETTATA DA PA|02/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000700008|11/10/2013|||||||||||0803800300000112682013|13/11/2013||11,3418908916923|44,8729294127048|0
||||0803800300000061582013|ACCETTATA DA PA|24/10/2013|BONDENO|B/C|DIRETTO|NO|C25C14000260008|07/08/2014|||0803800300000394612014|16/10/2014|||||0803800300000428532014|17/12/2014||||11,4277841557748|44,8804691207501|0
||||0803800300000062442013|ACCETTATA DA PA|26/09/2013|BONDENO|B/C|DIRETTO|NO|C22F13000600008|26/09/2013|||0803800300000236842014|25/03/2014|||||0803800300000348242014|23/07/2014||||11,4626591|44,8331126|999
||||0803800300000062812013|ACCETTATA DA PA|24/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000760008|28/10/2013|||||||||||0803800300000119662013|18/11/2013||11,4165641|44,8819801|999
||||0803800300000063312013|ACCETTATA DA PA|19/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000930008|03/12/2013|||||||||||0803800300000387922014|14/10/2014||11,3121378410392|44,9547131995555|0
||||0803800300000063862013|ACCETTATA DA PA|16/01/2014|BONDENO|B/C|DIRETTO|NO|C22F14000060001|30/01/2014|0803800300000238002014|24/02/2014|||||||||0803800300000454762015|12/02/2015||11,4008946997779|44,8723315409106|0,3
||||0803800300000064392013|ACCETTATA DA PA|01/07/2013|BONDENO|B/C|DIRETTO|NO|C22F13000170008|05/07/2013|||||||||||0803800300000095642013|24/09/2013||11,3124560286195|44,9437802774563|0,667
||||0803800300000065002013|ACCETTATA DA PA|10/07/2013|BONDENO|B/C|DIRETTO|NO|C22F13000230008|12/07/2013|||||||||||0803800300000093122013|01/10/2013||11,3902537481406|44,8659669478702|0
||||0803800300000065362013|ACCETTATA DA PA|02/07/2014|BONDENO|B/C|DIRETTO|NO|C25C14000110001|04/07/2014|||||||||||0803800300000439142014|19/01/2015||11,3852833244371|44,8644984741097|0
||||0803800300000065832013|ACCETTATA DA PA|22/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000820001|05/11/2013|||||||||||0803800300000235902014|14/02/2014||11,4626477|44,8331132|999
||||0803800300000068342013|ACCETTATA DA PA|14/08/2013|BONDENO|B/C|DIRETTO|NO|C22F13000550008|19/09/2013|||||||||||0803800300000289322014|07/05/2014||11,3124560286195|44,9437802774563|0
||||0803800300000068682013|ACCETTATA DA PA|17/04/2014|BONDENO|B/C|DIRETTO|NO|C21G14000210001|23/04/2014|||||||||||0803800300000384482014|25/09/2014||11,3124560286195|44,9437802774563|0
||||0803800300000069342013|ACCETTATA DA PA|28/02/2014|BONDENO|B/C|DIRETTO|NO|C25C14000010008|06/06/2014|||||||||||0803800300000490232015|17/03/2015||11,3124560286195|44,9437802774563|0
||||0803800300000070232013|ACCETTATA DA PA|27/01/2014|BONDENO|B/C|DIRETTO|NO|C25C14000410008|26/09/2014|||||||||||0803800300000460642015|16/03/2015||11,3789068456247|44,8399916661193|0
||||0803800300000071232013|ACCETTATA DA PA|14/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000980008|11/12/2013|||0803800300000248982014|30/04/2014|||||0803800300000327762014|28/07/2014||||11,4519420793249|44,8939362615686|0
||||0803800300000071312013|ACCETTATA DA PA|14/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000890001|21/11/2013|||||||||||0803800300000181692014|23/01/2014||11,2922608891935|44,9434541874684|0
||||0803800300000075022013|ACCETTATA DA PA|07/04/2015|BONDENO|B/C|DIRETTO|NO|C25C15001140008|24/09/2015|||||||||||0803800300000687702015|16/12/2015||11,4035351985168|44,8905552958089|0,333
||||0803800300000075262013|ACCETTATA DA PA|31/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000780001|31/10/2013|||||||||||0803800300000183672014|22/01/2014||11,3124560286195|44,9437802774563|0
||||0803800300000078522013|ACCETTATA DA PA|14/01/2014|BONDENO|B/C|DIRETTO|NO|C22F14000020008|20/01/2014|0803800300000281502014|07/04/2014|0803800300000320262014|20/06/2014|||||0803800300000382022014|22/10/2014||||11,392054733591|44,8958295511245|0
||||0803800300000081402013|ACCETTATA DA PA|13/12/2013|BONDENO|B/C|DIRETTO|NO|C21G14000020008|17/02/2014|||||||||||0803800300000246842014|16/05/2014||11,4080466008385|44,9279959614188|0
||||0803800300000086812013|ACCETTATA DA PA|01/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000850001|08/11/2013|||||||||||0803800300000204982014|27/01/2014||11,4227962702027|44,8776765622383|0,833
||||0803800300000087652013|ACCETTATA DA PA|27/01/2014|BONDENO|B/C|DIRETTO|NO|C21G14000180008|08/04/2014|0803800300000324692014|10/06/2014|0803800300000392282014|10/10/2014|||||0803800300000475262015|27/02/2015||||11,3806580612364|44,9526450548828|0
||||0803800300000087822013|ACCETTATA DA PA|21/08/2013|BONDENO|B/C|DIRETTO|NO|C22F13000440001|22/08/2013|||||||||||0803800300000092862013|08/04/2014||11,3523309504118|44,9169589913074|0
||||0803800300000088632013|ACCETTATA DA PA|03/12/2013|BONDENO|B/C|DIRETTO|NO|C22F14000010008|20/01/2014|||||||||||0803800300000205852014|23/01/2014||11,3241242134003|44,8772834118547|0,333
||||0803800300000090812013|ACCETTATA DA PA|25/10/2013|BONDENO|B/C|DIRETTO|NO|C22F13000810008|04/11/2013|||||||||||0803800300000141662013|10/12/2013||11,2922608891935|44,9434541874684|0,5
||||0803800300000097292013|ACCETTATA DA PA|27/02/2014|BONDENO|B/C|DIRETTO|NO|C21G14000090008|11/03/2014|||||||||||0803800300000348632014|14/08/2014||11,427939284221|44,8809963674922|0
||||0803800300000098292013|ACCETTATA DA PA|28/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000960001|06/12/2013|||||||||||0803800300000174952014|11/03/2014||11,4170120606289|44,8873322827625|0
||||0803800300000099822013|ACCETTATA DA PA|14/02/2014|BONDENO|B/C|DIRETTO|NO|C25C15000740001|26/05/2015||||||||||||||11,3418908916923|44,8729294127048|0
||||0803800300000099992013|ACCETTATA DA PA|04/10/2013|BONDENO|B/C|DIRETTO|NO|C21G14000100008|13/03/2014|||||||||||0803800300000462572015|17/02/2015||11,346599085087|44,9443624541168|0
||||0803800300000101722013|ACCETTATA DA PA|15/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000990008|16/12/2013|||||||||||0803800300000390122014|09/12/2014||11,4169012098194|44,8854042884157|0
||||0803800300000107382013|ACCETTATA DA PA|23/01/2014|BONDENO|B/C|DIRETTO|NO|C22F14000050001|28/01/2014|||||||||||0803800300000246742014|31/03/2014||11,4189185|44,882797|999
||||0803800300000109152013|ACCETTATA DA PA|10/12/2013|BONDENO|B/C|DIRETTO|NO|C22F13000950008|05/12/2013|||0803800300000240152014|10/03/2014|||||0803800300000282812014|16/04/2014||||11,4423786453924|44,8679430846905|0
||||0803800300000111092013|ACCETTATA DA PA|14/01/2014|BONDENO|B/C|DIRETTO|NO|C21G14000040008|27/02/2014|||||||||||0803800300000376982014|17/09/2014||11,4222303726013|44,9452211286065|0
||||0803800300000113262013|ACCETTATA DA PA|07/11/2013|BONDENO|B/C|DIRETTO|NO|C22F13000880008|19/11/2013|||||||||||0803800300000133692013|02/01/2014||11,4170120606289|44,8873322827625|0
||||0803800300000114052013|ACCETTATA DA PA|27/01/2014|BONDENO|B/C|DIRETTO|NO|C21G14000250008|09/05/2014|0803800300000324722014|10/06/2014|0803800300000414582014|20/11/2014|||||0803800300000475602015|27/02/2015||||11,3806580612364|44,9526450548828|0
||||0803800300000126152013|ACCETTATA DA PA|25/02/2014|BONDENO|B/C|DIRETTO|NO|C21G14000070001|05/03/2014|||||||||||0803800300000369602014|10/09/2014||11,3418908916923|44,8729294127048|0
||||0803800300000128482013|ACCETTATA DA PA|13/03/2014|BONDENO|B/C|DIRETTO|NO|C21G14000140008|02/04/2014|||0803800300000308482014|28/05/2014|||||0803800300000358252014|03/09/2014||||11,4376151482809|44,8919011523446|0
||||0803800300000129612013|ACCETTATA DA PA|13/03/2014|BONDENO|B/C|DIRETTO|NO|C21G14000150008|02/04/2014|||0803800300000315662014|28/05/2014|||||0803800300000359832014|03/09/2014||||11,4376151482809|44,8919011523446|0
||||0803800300000160172013|ACCETTATA DA PA|26/03/2014|BONDENO|B/C|DIRETTO|NO|C21G14000130001|31/03/2014|||0803800300000309212014|30/05/2014|||||0803800300000364262014|20/08/2014||||11,2875385296058|44,9158734955918|0
||||0803700900000007312012|ACCETTATA DA PA|05/02/2013|CALDERARA DI RENO|B/C|DIRETTO|NO|F67J12000630001|06/03/2013|||||||||||0803700900000046792013|17/05/2013||11,2618442961062|44,5786711057005|0
||||0803500900000004772012|ACCETTATA DA PA|01/07/2013|CAMPAGNOLA EMILIA|B/C|DIRETTO|NO|C22F13000430008|13/08/2013|||||||||||0803500900000212152014|29/04/2014||10,7769560035544|44,8485327506132|0
||||0803500900000007032012|ACCETTATA DA PA|20/03/2013|CAMPAGNOLA EMILIA|B/C|DIRETTO|NO|C27J13000210008|24/04/2013|||||||||||0803500900000048262013|27/05/2013||10,7594896705102|44,8412300623395|0
||||0803500900000019602013|ACCETTATA DA PA|20/03/2013|CAMPAGNOLA EMILIA|B/C|DIRETTO|NO|C27J13000220008|02/05/2013|||||||||||0803500900000102442013|03/10/2013||10,7769560035544|44,8485327506132|0
||||0803500900000037052013|ACCETTATA DA PA|20/05/2013|CAMPAGNOLA EMILIA|B/C|DIRETTO|NO|C22F13000140008|27/06/2013|||||||||||0803500900000144862013|16/12/2013||10,7858237429311|44,8613724204356|0
||||0803600300000019012013|ACCETTATA DA PA|23/05/2013|CAMPOGALLIANO|B/C|DIRETTO|NO|I72F13000010008|02/07/2013|||||||||||0803600300000247102014|12/05/2014||10,849314869587|44,7079346621396|0
||||0803600300000049252013|ACCETTATA DA PA|10/08/2013|CAMPOGALLIANO|B/C|DIRETTO|NO|I72F13000030008|19/09/2013|||0803600300000121352013|25/01/2014|||||0803600300000229642014|06/05/2014||||10,8397905465127|44,6896205457796|0
||||0803600300000066312013|ACCETTATA DA PA|01/07/2013|CAMPOGALLIANO|B/C|DIRETTO|NO|I72F13000020008|28/08/2013|||||||||||0803600300000265422014|06/05/2014||10,8364210211636|44,7263318879045|0,433
||||0803600400000001122012|ACCETTATA DA PA|01/12/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000010001|04/01/2013|||||||||||0803600400000013842013|23/07/2013||11,1806201432937|44,8002324016412|0
||||0803600400000001262012|ACCETTATA DA PA|27/11/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J12000380001|22/12/2012|||||||||||0803600400000040192013|20/05/2013||11,1254295056874|44,793841750705|0
||||0803600400000002442012|ACCETTATA DA PA|01/12/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000000001|04/01/2013|||0803600400000012812013|28/01/2013|||||0803600400000018572013|13/02/2013||||11,1398149380411|44,7882201128021|0,167
||||0803600400000003242012|ACCETTATA DA PA|04/12/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000030001|05/01/2013|||||||||||0803600400000021402013|23/02/2013||11,1806201432937|44,8002324016412|0,3
||||0803600400000004092012|ACCETTATA DA PA|13/12/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000040001|06/02/2013||||||||||||||11,1350046274976|44,7980705936827|0
||||0803600400000004112012|ACCETTATA DA PA|05/12/2013|CAMPOSANTO|B/C|DIRETTO|NO|J81G14000000008|14/02/2014|||||||||||0803600400000309572014|27/05/2014||11,1051517957321|44,8145971870143|0,333
||||0803600400000007052012|ACCETTATA DA PA|25/03/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000310001|06/05/2013|||||||||||0803600400000146192013|07/01/2014||11,1051517957321|44,8145971870143|0,833
||||0803600400000007732012|ACCETTATA DA PA|20/02/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000220008|02/04/2013|||0803600400000044342013|04/05/2013|||||0803600400000100172013|02/10/2013||||11,1392265989275|44,7861664827327|0
||||0803600400000007902012|ACCETTATA DA PA|03/12/2012|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000020001|05/01/2013|||||||||||0803600400000036212013|24/04/2013||11,1806201432937|44,8002324016412|0
||||0803600400000009782012|ACCETTATA DA PA|04/05/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000080008|04/07/2013|||||||||||0803600400000073312013|26/08/2013||11,1406115413865|44,7936649820844|0
||||0803600400000010072012|ACCETTATA DA PA|11/03/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000290008|02/05/2013|||||||||||0803600400000048322013|20/05/2013||11,1407344497142|44,793120435455|0
||||0803600400000010272012|ACCETTATA DA PA|18/12/2012|CAMPOSANTO|B/C|DIRETTO|NO||||||||||||||||11,1350046274976|44,7980705936827|0
||||0803600400000010422012|ACCETTATA DA PA|26/02/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000330001|08/05/2013|||0803600400000071642013|18/07/2013|||||0803600400000118242013|21/11/2013||||11,136061554375|44,7880856549652|0
||||0803600400000011272012|ACCETTATA DA PA|06/04/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000050008|03/06/2013|||0803600400000097092013|31/10/2013|||||0803600400000163442013|07/01/2014||||11,1256116631112|44,8024401419505|0
||||0803600400000014352013|ACCETTATA DA PA|04/03/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000230008|03/04/2013|||||||||||0803600400000073642013|31/07/2013||11,1406115413865|44,7936649820844|0,167
||||0803600400000016752013|ACCETTATA DA PA|28/05/2013|CAMPOSANTO|B/C|DIRETTO|NO||||||||||||||||11,1396646606891|44,7870869130639|0,167
||||0803600400000018712013|ACCETTATA DA PA|29/03/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F14000030008|24/01/2014|||||||||||0803600400000267282014|31/03/2014||11,1377897441986|44,7895071435189|0,167
||||0803600400000020572013|ACCETTATA DA PA|08/08/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000200008|24/09/2013|||||||||||0803600400000110842013|24/10/2013||11,1377897441986|44,7895071435189|0,167
||||0803600400000022052013|ACCETTATA DA PA|23/02/2013|CAMPOSANTO|B/C|DIRETTO|NO|J87J13000180008|18/03/2013|||0803600400000030412013|06/04/2013|||||0803600400000041252013|13/05/2013||||11,1350046274976|44,7980705936827|0
||||0803600400000022512013|ACCETTATA DA PA|20/03/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000060008|10/06/2013|||||||||||0803600400000117032013|16/11/2013||11,1396646606891|44,7870869130639|0,167
||||0803600400000022902013|ACCETTATA DA PA|19/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000170008|06/08/2013|||0803600400000126192013|28/11/2013|||||0803600400000310282014|15/05/2014||||11,1806201432937|44,8002324016412|0
||||0803600400000025162013|ACCETTATA DA PA|24/05/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000090001|05/07/2013|||0803600400000099042013|25/09/2013|||||0803600400000114582013|31/10/2013||||11,1093107123437|44,7865547829579|0
||||0803600400000029642013|ACCETTATA DA PA|20/05/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000070008|21/06/2013|||||||||||0803600400000088222013|07/09/2013||11,1806201432937|44,8002324016412|0
||||0803600400000041472013|ACCETTATA DA PA|19/10/2013|CAMPOSANTO|B/C|DIRETTO|NO|J81G14000050008|03/03/2014|0803600400000265012014|05/04/2014|||||||||0803600400000355912014|31/07/2014||11,1245488668159|44,8148496595385|0
||||0803600400000049262013|ACCETTATA DA PA|01/07/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000150008|29/07/2013|||0803600400000095442013|25/09/2013|||||0803600400000132042013|13/12/2013||||11,208883|44,853667|999
||||0803600400000051902013|ACCETTATA DA PA|07/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000110008|22/07/2013|||||||||||0803600400000156102013|10/01/2014||11,1806201432937|44,8002324016412|0
||||0803600400000056082013|ACCETTATA DA PA|07/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000100008|10/07/2013|||||||||||0803600400000104252013|08/10/2013||11,1392265989275|44,7861664827327|0
||||0803600400000057122013|ACCETTATA DA PA|02/10/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F14000010008|17/01/2014|||||||||||0803600400000223632014|01/02/2014||11,1806201432937|44,8002324016412|0
||||0803600400000058672013|ACCETTATA DA PA|08/01/2014|CAMPOSANTO|B/C|DIRETTO|NO|J81G14000070008|28/04/2014|||0803600400000312402014|21/05/2014|||||0803600400000514492015|20/04/2015||||11,1392265989275|44,7861664827327|0
||||0803600400000060062013|ACCETTATA DA PA|28/11/2013|CAMPOSANTO|B/C|DIRETTO|NO|J81G14000020008|24/02/2014|0803600400000411792014|20/11/2014|0803600400000465812015|17/02/2015|||||0803600400000488082015|09/04/2015||||11,0997231807413|44,8155000244535|0
||||0803600400000060172013|ACCETTATA DA PA|17/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000120008|23/07/2013|||0803600400000225002014|01/02/2014|||||0803600400000331552014|19/06/2014||||11,1396646606891|44,7870869130639|0,167
||||0803600400000061372013|ACCETTATA DA PA|28/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000240008|30/09/2013|||||||||||0803600400000289982014|19/06/2014||11,1037981182747|44,8083898607677|0
||||0803600400000065032013|ACCETTATA DA PA|28/06/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000270001|12/11/2013|||||||||||0803600400000250032014|11/03/2014||11,1256116631112|44,8024401419505|0
||||0803600400000066892013|ACCETTATA DA PA|01/07/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000230008|26/09/2013|||0803600400000116012013|07/11/2013|||||0803600400000286182014|12/04/2014||||11,1806201432937|44,8002324016412|0
||||0803600400000068582013|ACCETTATA DA PA|01/07/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000290001|28/11/2013|||0803600400000317462014|23/05/2014|||||0803600400000474292015|17/02/2015||||11,1806201432937|44,8002324016412|0
||||0803600400000080022013|ACCETTATA DA PA|14/01/2014|CAMPOSANTO|B/C|DIRETTO|NO|J85C15000330008|26/10/2015|||||||||||0803600400000702502015|14/06/2016||11,1359217638529|44,7889202478666|0,167
||||0803600400000081372013|ACCETTATA DA PA|16/09/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000330008|17/12/2013|0803600400000173022014|16/01/2014|||||||||0803600400000289442014|12/05/2014||11,136061554375|44,7880856549652|0
||||0803600400000084032013|ACCETTATA DA PA|20/08/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F14000020008|23/01/2014|||||||||||0803600400000291492014|16/04/2014||11,133692|44,789183|999
||||0803600400000087472013|ACCETTATA DA PA|16/09/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F13000300008|02/12/2013|0803600400000174382014|16/01/2014|||||||||0803600400000254482014|18/03/2014||11,1806201432937|44,8002324016412|0
||||0803600400000090612013|ACCETTATA DA PA|16/09/2013|CAMPOSANTO|B/C|DIRETTO|NO||||||||||||||||11,1843170016074|44,8077770576703|0
||||0803600400000101932013|ACCETTATA DA PA|07/10/2013|CAMPOSANTO|B/C|DIRETTO|NO|J82F14000000001|15/01/2014|||||||||||0803600400000290972014|02/05/2014||11,1051517957321|44,8145971870143|0,333
||||0803600400000144662013|ACCETTATA DA PA|23/12/2013|CAMPOSANTO|B/C|DIRETTO|NO|J81G14000230001|15/05/2014|||0803600400000322532014|09/06/2014|||||0803600400000367472014|04/09/2014||||11,1806201432937|44,8002324016412|0
||||0803600500000000752012|ACCETTATA DA PA|12/10/2012|CARPI|B/C|DIRETTO|NO||||||||||||||||10,9941440632121|44,8175991515845|0,1
||||0803600500000000892012|ACCETTATA DA PA|10/01/2013|CARPI|B/C|DIRETTO|NO|C97J13000160008|25/03/2013|||||||||||0803600500000033812013|18/07/2013||10,894816995768|44,8211027590248|0
||||0803600500000001092012|ACCETTATA DA PA|15/03/2013|CARPI|B/C|DIRETTO|NO|C97J13000230008|09/04/2013|||||||||||0803600500000048372013|24/06/2013||10,8912007360986|44,8206959361009|0
||||0803600500000001242012|ACCETTATA DA PA|28/03/2013|CARPI|B/C|DIRETTO|NO|C97J13000310008|06/05/2013|||||||||||0803600500000071922013|01/08/2013||10,8996985566381|44,8177268413576|0
||||0803600500000001282012|ACCETTATA DA PA|10/01/2013|CARPI|B/C|DIRETTO|NO||||||||||||||||10,9655295477749|44,7908136636205|0
||||0803600500000001362012|ACCETTATA DA PA|30/05/2013|CARPI|B/C|DIRETTO|NO|C92F13000540008|17/10/2013|||0803600500000269902014|01/04/2014|||||0803600500000402222014|06/11/2014||||10,8871394112326|44,7865545129421|0
||||0803600500000001672012|ACCETTATA DA PA|20/11/2012|CARPI|B/C|DIRETTO|NO|C97J13000030001|12/02/2013|||||||||||0803600500000022692013|13/05/2013||10,8799897979742|44,7732139650473|0
||||0803600500000001742012|ACCETTATA DA PA|05/03/2013|CARPI|B/C|DIRETTO|NO|C97J13000360001|23/05/2013|||0803600500000056072013|20/06/2013|||||0803600500000142062013|14/01/2014||||10,8813729760998|44,7846932881657|0
||||0803600500000001822012|ACCETTATA DA PA|13/12/2012|CARPI|B/C|DIRETTO|NO||||||||||||||||10,9345158697387|44,7954412641425|0
||||0803600500000001972012|ACCETTATA DA PA|28/11/2013|CARPI|B/C|DIRETTO|NO|G92F13000690008|19/12/2013|||||||||||0803600500000354462014|19/08/2014||10,8905112284675|44,7796612827735|0,167
